Number,Steps,Cache Method,Time (ms),Cache Hit Rate (%)
8642,171,MRU,0.09,3.11%
7386,70,MRU,0.09,3.11%
9279,91,MRU,0.09,3.10%
234,21,MRU,0.09,3.10%
4720,59,MRU,0.09,3.10%
8202,39,MRU,0.09,3.09%
11257,112,MRU,0.12,3.09%
10344,104,MRU,0.10,3.08%
8603,171,MRU,0.09,3.08%
9796,135,MRU,0.00,3.21%
12957,125,MRU,0.11,3.20%
2116,32,MRU,0.12,3.20%
10031,47,MRU,0.10,3.19%
6981,150,MRU,0.09,3.19%
5228,178,MRU,0.09,3.18%
1444,47,MRU,0.09,3.18%
9316,153,MRU,0.09,3.18%
7955,145,MRU,0.09,3.17%
5944,98,MRU,0.09,3.17%
2257,37,MRU,0.09,3.16%
1718,148,MRU,0.09,3.16%
6472,49,MRU,0.09,3.16%
11357,130,MRU,0.09,3.15%
8556,78,MRU,0.09,3.15%
5873,98,MRU,0.09,3.14%
5378,72,MRU,0.13,3.14%
8352,34,MRU,0.14,3.14%
2131,76,MRU,0.11,3.13%
12855,76,MRU,0.10,3.13%
8450,57,MRU,0.09,3.12%
2345,151,MRU,0.10,3.12%
11173,112,MRU,0.09,3.12%
6774,44,MRU,0.09,3.11%
8145,158,MRU,0.09,3.11%
6105,111,MRU,0.09,3.11%
4005,144,MRU,0.00,3.23%
9548,104,MRU,0.10,3.22%
9662,122,MRU,0.09,3.22%
2564,53,MRU,0.09,3.21%
9981,73,MRU,0.09,3.21%
10784,117,MRU,0.09,3.21%
7211,119,MRU,0.00,3.33%
4706,33,MRU,0.10,3.32%
10547,148,MRU,0.00,3.44%
1466,96,MRU,0.09,3.44%
8301,96,MRU,0.09,3.43%
2456,40,MRU,0.09,3.43%
5345,160,MRU,0.09,3.42%
10166,86,MRU,0.09,3.42%
7833,57,MRU,0.09,3.41%
5595,129,MRU,0.09,3.41%
3118,61,MRU,0.09,3.41%
951,28,MRU,0.09,3.40%
3509,56,MRU,0.00,3.52%
6275,36,MRU,0.09,3.52%
2933,97,MRU,0.09,3.51%
9747,122,MRU,0.00,3.63%
5283,103,MRU,0.09,3.62%
1128,18,MRU,0.09,3.62%
8201,114,MRU,0.09,3.61%
10972,117,MRU,0.09,3.61%
6928,31,MRU,0.09,3.61%
1398,65,MRU,0.08,3.60%
12454,94,MRU,0.09,3.60%
7993,83,MRU,0.08,3.59%
4174,113,MRU,0.09,3.59%
2234,45,MRU,0.08,3.58%
8681,78,MRU,0.08,3.58%
2240,19,MRU,0.08,3.58%
12000,50,MRU,0.09,3.57%
1045,31,MRU,0.08,3.57%
10247,42,MRU,0.08,3.56%
2502,27,MRU,0.08,3.56%
10800,117,MRU,0.08,3.55%
12653,55,MRU,0.08,3.55%
1008,111,MRU,0.08,3.55%
7718,57,MRU,0.08,3.54%
2792,35,MRU,0.09,3.54%
12519,63,MRU,0.08,3.53%
8757,34,MRU,0.08,3.53%
9888,29,MRU,0.09,3.53%
10601,55,MRU,0.08,3.52%
2733,40,MRU,0.09,3.52%
7166,101,MRU,0.09,3.51%
6302,62,MRU,0.08,3.51%
10014,65,MRU,0.00,3.62%
10587,130,MRU,0.00,3.73%
10357,42,MRU,0.09,3.73%
4179,64,MRU,0.00,3.84%
9575,197,MRU,0.09,3.84%
3145,61,MRU,0.08,3.83%
66,27,MRU,0.08,3.83%
953,28,MRU,0.00,3.94%
4535,90,MRU,0.09,3.94%
3339,92,MRU,0.08,3.93%
1178,119,MRU,0.08,3.93%
10491,86,MRU,0.08,3.92%
8682,47,MRU,0.08,3.92%
1469,47,MRU,0.08,3.91%
391,120,MRU,0.09,3.91%
10359,117,MRU,0.08,3.90%
11035,99,MRU,0.00,4.01%
12931,24,MRU,0.09,4.01%
2960,48,MRU,0.09,4.00%
1514,109,MRU,0.08,4.00%
6257,124,MRU,0.00,4.11%
3435,149,MRU,0.09,4.10%
5596,67,MRU,0.09,4.10%
10354,55,MRU,0.09,4.10%
4718,59,MRU,0.09,4.09%
6624,93,MRU,0.09,4.09%
7778,39,MRU,0.09,4.08%
4863,90,MRU,0.09,4.08%
5867,80,MRU,0.00,4.19%
5304,28,MRU,0.09,4.18%
10069,42,MRU,0.09,4.18%
1213,44,MRU,0.09,4.17%
89,30,MRU,0.09,4.17%
10502,29,MRU,0.09,4.16%
3838,131,MRU,0.09,4.16%
1794,68,MRU,0.09,4.15%
7067,57,MRU,0.08,4.15%
11687,68,MRU,0.08,4.14%
3501,30,MRU,0.08,4.14%
1624,42,MRU,0.09,4.13%
11406,55,MRU,0.09,4.13%
12175,156,MRU,0.09,4.12%
3291,136,MRU,0.09,4.12%
1757,55,MRU,0.09,4.12%
3249,136,MRU,0.09,4.11%
10311,86,MRU,0.09,4.11%
2905,48,MRU,0.09,4.10%
5087,178,MRU,0.09,4.10%
6724,44,MRU,0.09,4.09%
3488,118,MRU,0.09,4.09%
8453,83,MRU,0.09,4.08%
1468,47,MRU,0.09,4.08%
6036,67,MRU,0.09,4.07%
4341,46,MRU,0.09,4.07%
190,106,MRU,0.09,4.07%
1848,130,MRU,0.09,4.06%
1690,42,MRU,0.09,4.06%
1682,42,MRU,0.09,4.05%
11771,125,MRU,0.09,4.05%
2351,58,MRU,0.09,4.04%
7911,75,MRU,0.09,4.04%
12490,63,MRU,0.00,4.14%
8161,176,MRU,0.09,4.14%
8694,184,MRU,0.08,4.13%
1996,50,MRU,0.09,4.13%
4071,157,MRU,0.08,4.13%
12618,94,MRU,0.08,4.12%
6814,62,MRU,0.09,4.12%
7532,88,MRU,0.08,4.11%
6470,49,MRU,0.09,4.11%
8514,39,MRU,0.08,4.10%
394,27,MRU,0.08,4.10%
1361,52,MRU,0.08,4.09%
12259,50,MRU,0.08,4.09%
280,16,MRU,0.08,4.09%
7086,57,MRU,0.08,4.08%
9557,29,MRU,0.08,4.08%
6648,137,MRU,0.08,4.07%
887,54,MRU,0.08,4.07%
6665,93,MRU,0.08,4.06%
4013,43,MRU,0.08,4.06%
6061,142,MRU,0.08,4.06%
9136,34,MRU,0.08,4.05%
7034,150,MRU,0.08,4.05%
5218,54,MRU,0.08,4.04%
4350,77,MRU,0.08,4.04%
3691,69,MRU,0.08,4.03%
12825,50,MRU,0.08,4.03%
10440,55,MRU,0.08,4.03%
4691,152,MRU,0.08,4.02%
9478,122,MRU,0.08,4.02%
2541,32,MRU,0.08,4.01%
8177,52,MRU,0.08,4.01%
11499,143,MRU,0.08,4.00%
9464,91,MRU,0.00,4.11%
6865,150,MRU,0.08,4.10%
645,100,MRU,0.08,4.10%
6036,67,MRU,0.00,4.20%
9154,153,MRU,0.08,4.19%
5769,173,MRU,0.08,4.19%
2575,146,MRU,0.00,4.29%
4448,46,MRU,0.08,4.28%
12090,94,MRU,0.09,4.28%
11230,68,MRU,0.08,4.28%
4250,126,MRU,0.08,4.27%
9018,140,MRU,0.08,4.27%
6212,124,MRU,0.09,4.26%
10222,60,MRU,0.08,4.26%
396,27,MRU,0.08,4.25%
4066,113,MRU,0.08,4.25%
4579,108,MRU,0.08,4.24%
12908,107,MRU,0.09,4.24%
3433,149,MRU,0.08,4.24%
9487,60,MRU,0.08,4.23%
1556,122,MRU,0.08,4.23%
8418,34,MRU,0.08,4.22%
4560,108,MRU,0.08,4.22%
1078,49,MRU,0.08,4.21%
8317,52,MRU,0.08,4.21%
2810,84,MRU,0.09,4.21%
5078,178,MRU,0.08,4.20%
6826,18,MRU,0.08,4.20%
11356,130,MRU,0.08,4.19%
10965,130,MRU,0.00,4.29%
6855,88,MRU,0.08,4.29%
7892,52,MRU,0.08,4.28%
1064,31,MRU,0.09,4.28%
1139,57,MRU,0.09,4.27%
11955,50,MRU,0.09,4.27%
3070,61,MRU,0.08,4.26%
6633,75,MRU,0.08,4.26%
6867,150,MRU,0.08,4.26%
11487,81,MRU,0.08,4.25%
9505,122,MRU,0.08,4.25%
4573,33,MRU,0.08,4.24%
11991,81,MRU,0.08,4.24%
11741,143,MRU,0.08,4.23%
11901,50,MRU,0.08,4.23%
5496,41,MRU,0.08,4.23%
1020,49,MRU,0.08,4.22%
8340,127,MRU,0.08,4.22%
1404,83,MRU,0.08,4.21%
5352,72,MRU,0.08,4.21%
8919,47,MRU,0.08,4.20%
3616,17,MRU,0.08,4.20%
7419,70,MRU,0.08,4.20%
5425,160,MRU,0.00,4.29%
6792,62,MRU,0.08,4.29%
11485,81,MRU,0.08,4.28%
6143,155,MRU,0.08,4.28%
8201,114,MRU,0.00,4.37%
11378,130,MRU,0.08,4.37%
4102,38,MRU,0.08,4.37%
2821,35,MRU,0.08,4.36%
7101,88,MRU,0.08,4.36%
8380,109,MRU,0.08,4.35%
2186,32,MRU,0.08,4.35%
8040,70,MRU,0.08,4.34%
11709,174,MRU,0.08,4.34%
1937,50,MRU,0.08,4.33%
6838,150,MRU,0.08,4.33%
1558,60,MRU,0.08,4.33%
10585,148,MRU,0.08,4.32%
5692,67,MRU,0.08,4.32%
10741,99,MRU,0.00,4.41%
6463,168,MRU,0.08,4.41%
5399,67,MRU,0.08,4.40%
9733,47,MRU,0.08,4.40%
9938,73,MRU,0.08,4.39%
1436,52,MRU,0.08,4.39%
1947,81,MRU,0.08,4.39%
2318,58,MRU,0.08,4.38%
7446,132,MRU,0.08,4.38%
6634,93,MRU,0.08,4.37%
1425,26,MRU,0.08,4.37%
11312,130,MRU,0.00,4.46%
5124,54,MRU,0.08,4.46%
12581,63,MRU,0.08,4.45%
3510,43,MRU,0.08,4.45%
4192,33,MRU,0.08,4.44%
4133,157,MRU,0.08,4.44%
6538,44,MRU,0.08,4.44%
5025,116,MRU,0.08,4.43%
3305,48,MRU,0.08,4.43%
1105,93,MRU,0.00,4.52%
8656,47,MRU,0.08,4.51%
7101,88,MRU,0.00,4.61%
12867,63,MRU,0.08,4.60%
10416,104,MRU,0.08,4.60%
3386,35,MRU,0.08,4.59%
8316,52,MRU,0.08,4.59%
8648,140,MRU,0.08,4.58%
10035,42,MRU,0.08,4.58%
8362,34,MRU,0.08,4.58%
5331,54,MRU,0.08,4.57%
5879,80,MRU,0.08,4.57%
9915,47,MRU,0.08,4.56%
8533,34,MRU,0.08,4.56%
8329,189,MRU,0.08,4.55%
2064,125,MRU,0.08,4.55%
12987,200,MRU,0.08,4.55%
7354,132,MRU,0.00,4.64%
6254,155,MRU,0.08,4.63%
184,18,MRU,0.08,4.63%
8926,47,MRU,0.08,4.62%
815,134,MRU,0.08,4.62%
2292,107,MRU,0.08,4.61%
12957,125,MRU,0.00,4.70%
11189,68,MRU,0.08,4.70%
1841,130,MRU,0.08,4.69%
7149,49,MRU,0.08,4.69%
6082,155,MRU,0.08,4.69%
7876,26,MRU,0.08,4.68%
5092,33,MRU,0.08,4.68%
6195,186,MRU,0.08,4.67%
728,95,MRU,0.08,4.67%
7848,26,MRU,0.08,4.66%
4118,38,MRU,0.08,4.66%
1190,75,MRU,0.08,4.66%
5111,59,MRU,0.08,4.65%
7783,83,MRU,0.08,4.65%
10303,91,MRU,0.08,4.64%
7470,39,MRU,0.08,4.64%
7570,132,MRU,0.08,4.63%
3998,51,MRU,0.08,4.63%
4265,170,MRU,0.08,4.63%
9272,60,MRU,0.08,4.62%
9875,135,MRU,0.08,4.62%
3936,51,MRU,0.08,4.61%
10873,130,MRU,0.08,4.61%
2713,159,MRU,0.08,4.60%
8293,39,MRU,0.08,4.60%
2460,71,MRU,0.08,4.60%
4574,121,MRU,0.08,4.59%
5253,28,MRU,0.08,4.59%
9253,109,MRU,0.00,4.67%
3079,154,MRU,0.08,4.67%
5003,178,MRU,0.08,4.67%
10731,47,MRU,0.08,4.66%
2133,32,MRU,0.08,4.66%
2597,146,MRU,0.08,4.65%
672,12,MRU,0.08,4.65%
4421,95,MRU,0.08,4.64%
12506,156,MRU,0.08,4.64%
10797,68,MRU,0.08,4.64%
11806,99,MRU,0.08,4.63%
49,24,MRU,0.08,4.63%
11862,37,MRU,0.08,4.62%
3296,92,MRU,0.08,4.62%
7093,57,MRU,0.00,4.71%
6719,137,MRU,0.08,4.70%
1792,24,MRU,0.08,4.70%
9804,135,MRU,0.08,4.69%
12538,63,MRU,0.08,4.69%
8248,39,MRU,0.08,4.68%
8134,114,MRU,0.08,4.68%
4096,12,MRU,0.08,4.68%
4234,33,MRU,0.08,4.67%
8373,127,MRU,0.08,4.67%
10588,55,MRU,0.08,4.66%
11399,55,MRU,0.08,4.66%
6457,168,MRU,0.08,4.66%
11230,68,MRU,0.00,4.74%
10509,29,MRU,0.08,4.74%
11755,156,MRU,0.08,4.73%
4918,103,MRU,0.08,4.73%
2372,76,MRU,0.08,4.72%
3049,123,MRU,0.08,4.72%
11133,117,MRU,0.08,4.72%
10726,47,MRU,0.08,4.71%
11077,68,MRU,0.08,4.71%
8131,127,MRU,0.08,4.70%
3551,87,MRU,0.08,4.70%
5312,116,MRU,0.08,4.69%
8017,145,MRU,0.08,4.69%
1063,75,MRU,0.08,4.69%
11219,112,MRU,0.08,4.68%
12225,156,MRU,0.08,4.68%
5178,41,MRU,0.08,4.67%
6150,155,MRU,0.08,4.67%
9571,73,MRU,0.00,4.75%
6528,31,MRU,0.08,4.75%
12064,68,MRU,0.08,4.75%
9278,91,MRU,0.08,4.74%
1612,21,MRU,0.08,4.74%
2016,112,MRU,0.08,4.73%
7097,57,MRU,0.08,4.73%
4073,95,MRU,0.08,4.72%
7138,75,MRU,0.08,4.72%
793,77,MRU,0.08,4.72%
11725,37,MRU,0.08,4.71%
2670,146,MRU,0.08,4.71%
2732,40,MRU,0.08,4.70%
6614,75,MRU,0.08,4.70%
8811,52,MRU,0.08,4.70%
10207,86,MRU,0.08,4.69%
12037,42,MRU,0.08,4.69%
11750,55,MRU,0.08,4.68%
4412,46,MRU,0.08,4.68%
10159,179,MRU,0.08,4.68%
5708,28,MRU,0.08,4.67%
12940,50,MRU,0.08,4.67%
11790,81,MRU,0.08,4.66%
11366,81,MRU,0.08,4.66%
998,49,MRU,0.00,4.74%
8690,52,MRU,0.08,4.74%
1932,24,MRU,0.08,4.73%
10314,148,MRU,0.08,4.73%
5095,72,MRU,0.08,4.73%
4334,139,MRU,0.08,4.72%
8506,78,MRU,0.08,4.72%
4330,46,MRU,0.08,4.71%
1265,39,MRU,0.00,4.79%
3896,144,MRU,0.08,4.79%
6586,137,MRU,0.08,4.79%
7889,101,MRU,0.08,4.78%
4148,126,MRU,0.08,4.78%
5657,111,MRU,0.08,4.77%
2985,141,MRU,0.08,4.77%
12227,156,MRU,0.08,4.77%
6663,67,MRU,0.08,4.76%
961,49,MRU,0.08,4.76%
247,47,MRU,0.08,4.75%
12947,125,MRU,0.08,4.75%
12204,156,MRU,0.08,4.75%
3561,48,MRU,0.08,4.74%
1198,119,MRU,0.08,4.74%
10635,55,MRU,0.08,4.73%
9919,148,MRU,0.08,4.73%
10103,86,MRU,0.08,4.73%
8179,65,MRU,0.08,4.72%
6078,155,MRU,0.08,4.72%
6770,181,MRU,0.08,4.71%
8000,114,MRU,0.08,4.71%
6222,36,MRU,0.08,4.71%
9881,166,MRU,0.00,4.79%
5019,64,MRU,0.08,4.78%
8100,158,MRU,0.08,4.78%
10791,161,MRU,0.08,4.77%
525,30,MRU,0.08,4.77%
12892,24,MRU,0.08,4.77%
2945,79,MRU,0.09,4.76%
10943,86,MRU,0.08,4.76%
11145,143,MRU,0.08,4.75%
597,25,MRU,0.08,4.75%
11694,143,MRU,0.08,4.75%
2800,84,MRU,0.08,4.74%
5480,129,MRU,0.08,4.74%
6864,106,MRU,0.08,4.73%
1677,42,MRU,0.08,4.73%
12632,125,MRU,0.08,4.73%
5688,67,MRU,0.00,4.81%
4939,134,MRU,0.08,4.80%
9172,109,MRU,0.08,4.80%
11358,161,MRU,0.08,4.79%
2375,164,MRU,0.08,4.79%
12297,50,MRU,0.08,4.79%
7083,57,MRU,0.08,4.78%
474,35,MRU,0.08,4.78%
1606,21,MRU,0.08,4.77%
6860,31,MRU,0.08,4.77%
6874,150,MRU,0.08,4.77%
594,74,MRU,0.08,4.76%
12183,37,MRU,0.09,4.76%
9780,42,MRU,0.09,4.75%
12683,200,MRU,0.08,4.75%
8305,127,MRU,0.08,4.75%
5551,67,MRU,0.08,4.74%
2862,27,MRU,0.08,4.74%
4012,43,MRU,0.08,4.73%
12498,156,MRU,0.08,4.73%
5508,160,MRU,0.00,4.81%
2501,27,MRU,0.08,4.80%
10328,55,MRU,0.08,4.80%
8084,65,MRU,0.08,4.80%
7028,57,MRU,0.08,4.79%
7925,101,MRU,0.08,4.79%
7692,52,MRU,0.08,4.79%
1543,109,MRU,0.08,4.78%
11827,81,MRU,0.08,4.78%
4552,59,MRU,0.00,4.85%
8429,158,MRU,0.08,4.85%
2419,58,MRU,0.08,4.85%
277,16,MRU,0.08,4.84%
6117,62,MRU,0.08,4.84%
5953,49,MRU,0.08,4.83%
11301,86,MRU,0.08,4.83%
3476,30,MRU,0.08,4.83%
4624,33,MRU,0.00,4.90%
12482,50,MRU,0.08,4.90%
867,28,MRU,0.08,4.90%
10691,161,MRU,0.08,4.89%
1276,57,MRU,0.08,4.89%
7218,44,MRU,0.00,4.96%
8198,158,MRU,0.08,4.96%
11676,218,MRU,0.08,4.96%
388,120,MRU,0.08,4.95%
9347,60,MRU,0.08,4.95%
10978,130,MRU,0.08,4.94%
960,23,MRU,0.08,4.94%
9637,122,MRU,0.08,4.94%
2364,58,MRU,0.08,4.93%
3362,43,MRU,0.08,4.93%
8710,140,MRU,0.08,4.92%
7647,176,MRU,0.09,4.92%
3249,136,MRU,0.00,5.00%
12196,125,MRU,0.09,4.99%
8569,78,MRU,0.09,4.99%
8254,171,MRU,0.09,4.98%
2891,48,MRU,0.09,4.98%
6693,93,MRU,0.09,4.98%
8365,39,MRU,0.00,5.05%
1455,140,MRU,0.09,5.05%
12370,94,MRU,0.09,5.04%
3108,35,MRU,0.09,5.04%
1188,75,MRU,0.09,5.04%
12812,63,MRU,0.09,5.03%
4708,33,MRU,0.09,5.03%
7324,70,MRU,0.09,5.02%
5242,147,MRU,0.09,5.02%
1411,34,MRU,0.09,5.02%
10449,86,MRU,0.09,5.01%
7563,83,MRU,0.09,5.01%
789,28,MRU,0.09,5.00%
10882,55,MRU,0.09,5.00%
5159,147,MRU,0.09,5.00%
3079,154,MRU,0.00,5.07%
8612,78,MRU,0.09,5.07%
5554,129,MRU,0.09,5.06%
11332,130,MRU,0.09,5.06%
8494,34,MRU,0.09,5.05%
4166,126,MRU,0.09,5.05%
3832,56,MRU,0.09,5.05%
8349,114,MRU,0.09,5.04%
4511,152,MRU,0.09,5.04%
5211,134,MRU,0.09,5.03%
9336,34,MRU,0.09,5.03%
12671,156,MRU,0.00,5.10%
9934,166,MRU,0.09,5.10%
12394,125,MRU,0.09,5.10%
7558,83,MRU,0.09,5.09%
12986,138,MRU,0.09,5.09%
5210,103,MRU,0.09,5.08%
12624,32,MRU,0.09,5.08%
270,42,MRU,0.09,5.08%
7811,101,MRU,0.09,5.07%
4013,43,MRU,0.00,5.15%
12658,156,MRU,0.09,5.14%
8105,70,MRU,0.09,5.14%
2319,58,MRU,0.09,5.13%
10750,99,MRU,0.09,5.13%
10923,55,MRU,0.09,5.13%
3285,30,MRU,0.09,5.12%
11528,143,MRU,0.09,5.12%
7885,26,MRU,0.09,5.11%
2831,35,MRU,0.09,5.11%
8833,78,MRU,0.08,5.11%
1770,117,MRU,0.08,5.10%
9361,47,MRU,0.08,5.10%
2402,58,MRU,0.08,5.10%
11753,55,MRU,0.08,5.09%
7823,83,MRU,0.08,5.09%
7119,49,MRU,0.08,5.08%
10216,60,MRU,0.00,5.16%
7002,31,MRU,0.08,5.15%
4068,157,MRU,0.08,5.15%
2908,48,MRU,0.08,5.14%
8567,127,MRU,0.08,5.14%
10160,34,MRU,0.08,5.14%
11670,81,MRU,0.08,5.13%
9599,166,MRU,0.08,5.13%
3660,131,MRU,0.08,5.12%
3628,56,MRU,0.08,5.12%
12216,156,MRU,0.08,5.12%
1872,24,MRU,0.08,5.11%
10245,148,MRU,0.08,5.11%
8248,39,MRU,0.00,5.18%
2946,97,MRU,0.00,5.25%
2157,50,MRU,0.08,5.25%
5425,160,MRU,0.00,5.32%
410,27,MRU,0.08,5.31%
1269,39,MRU,0.08,5.31%
6279,106,MRU,0.08,5.31%
10398,148,MRU,0.08,5.30%
11883,99,MRU,0.08,5.30%
2185,107,MRU,0.08,5.29%
4572,33,MRU,0.08,5.29%
4868,134,MRU,0.00,5.36%
8344,127,MRU,0.08,5.36%
10284,55,MRU,0.08,5.35%
11826,81,MRU,0.08,5.35%
3349,43,MRU,0.08,5.35%
12951,50,MRU,0.00,5.42%
6042,67,MRU,0.08,5.41%
12492,63,MRU,0.08,5.41%
7755,52,MRU,0.08,5.40%
6070,155,MRU,0.08,5.40%
11090,55,MRU,0.08,5.40%
3972,95,MRU,0.08,5.39%
805,20,MRU,0.08,5.39%
11461,29,MRU,0.08,5.38%
9170,153,MRU,0.08,5.38%
1916,55,MRU,0.08,5.38%
7610,31,MRU,0.08,5.37%
12897,63,MRU,0.08,5.37%
3305,48,MRU,0.00,5.44%
9873,135,MRU,0.08,5.43%
255,47,MRU,0.08,5.43%
4520,20,MRU,0.08,5.43%
686,126,MRU,0.08,5.42%
6092,36,MRU,0.08,5.42%
5164,54,MRU,0.08,5.41%
9769,104,MRU,0.00,5.48%
7182,150,MRU,0.08,5.48%
3125,123,MRU,0.08,5.47%
5172,103,MRU,0.00,5.54%
4473,95,MRU,0.08,5.54%
1513,65,MRU,0.00,5.61%
1288,101,MRU,0.08,5.60%
12817,63,MRU,0.08,5.60%
9514,78,MRU,0.08,5.60%
12561,37,MRU,0.08,5.59%
6071,155,MRU,0.08,5.59%
2539,177,MRU,0.08,5.58%
10707,47,MRU,0.08,5.58%
2106,81,MRU,0.08,5.58%
8788,96,MRU,0.08,5.57%
3954,144,MRU,0.08,5.57%
10161,42,MRU,0.08,5.56%
5319,54,MRU,0.08,5.56%
10273,148,MRU,0.09,5.56%
5435,116,MRU,0.09,5.55%
7626,31,MRU,0.08,5.55%
7737,176,MRU,0.08,5.54%
2403,58,MRU,0.08,5.54%
3886,38,MRU,0.08,5.54%
9936,91,MRU,0.08,5.53%
9654,104,MRU,0.08,5.53%
7186,31,MRU,0.08,5.52%
3180,105,MRU,0.08,5.52%
7614,132,MRU,0.08,5.52%
1204,18,MRU,0.08,5.51%
164,111,MRU,0.08,5.51%
2934,141,MRU,0.08,5.50%
4679,46,MRU,0.08,5.50%
5095,72,MRU,0.00,5.57%
12633,63,MRU,0.08,5.56%
3093,123,MRU,0.00,5.63%
11974,50,MRU,0.08,5.63%
3695,206,MRU,0.08,5.62%
11718,99,MRU,0.08,5.62%
7016,57,MRU,0.08,5.61%
9634,122,MRU,0.08,5.61%
10476,104,MRU,0.08,5.61%
5893,98,MRU,0.08,5.60%
5598,67,MRU,0.08,5.60%
10780,29,MRU,0.08,5.59%
8943,153,MRU,0.08,5.59%
8198,158,MRU,0.00,5.66%
1104,18,MRU,0.08,5.65%
12714,32,MRU,0.08,5.65%
3805,30,MRU,0.00,5.72%
5930,49,MRU,0.09,5.71%
5981,49,MRU,0.09,5.71%
10960,130,MRU,0.08,5.70%
7376,39,MRU,0.08,5.70%
9507,52,MRU,0.08,5.70%
7315,119,MRU,0.08,5.69%
2323,182,MRU,0.08,5.69%
2239,138,MRU,0.08,5.68%
1616,29,MRU,0.00,5.75%
12918,76,MRU,0.08,5.75%
4537,64,MRU,0.08,5.74%
5282,103,MRU,0.08,5.74%
5335,46,MRU,0.08,5.73%
5176,41,MRU,0.08,5.73%
238,34,MRU,0.08,5.73%
7524,39,MRU,0.08,5.72%
938,23,MRU,0.08,5.72%
10736,99,MRU,0.08,5.71%
1482,47,MRU,0.08,5.71%
8122,39,MRU,0.08,5.71%
5579,41,MRU,0.08,5.70%
5720,28,MRU,0.08,5.70%
1703,60,MRU,0.08,5.69%
4210,126,MRU,0.08,5.69%
11932,143,MRU,0.08,5.69%
5037,85,MRU,0.08,5.68%
7499,88,MRU,0.08,5.68%
8082,145,MRU,0.08,5.67%
9209,122,MRU,0.08,5.67%
964,23,MRU,0.08,5.67%
10353,104,MRU,0.08,5.66%
7959,96,MRU,0.08,5.66%
1229,39,MRU,0.08,5.66%
3070,61,MRU,0.00,5.72%
5457,67,MRU,0.08,5.72%
6994,106,MRU,0.08,5.71%
6314,31,MRU,0.00,5.78%
2780,128,MRU,0.08,5.77%
4612,152,MRU,0.08,5.77%
6016,111,MRU,0.12,5.77%
5990,49,MRU,0.08,5.76%
512,9,MRU,0.08,5.76%
10166,86,MRU,0.00,5.82%
2162,138,MRU,0.10,5.82%
4364,46,MRU,0.08,5.81%
100,25,MRU,0.08,5.81%
12374,63,MRU,0.08,5.81%
1717,104,MRU,0.08,5.80%
4658,152,MRU,0.08,5.80%
11467,68,MRU,0.08,5.79%
12410,156,MRU,0.08,5.79%
3893,100,MRU,0.08,5.79%
10714,29,MRU,0.08,5.78%
2353,32,MRU,0.08,5.78%
11661,37,MRU,0.08,5.77%
6342,80,MRU,0.00,5.84%
9453,60,MRU,0.08,5.83%
7158,75,MRU,0.08,5.83%
7141,31,MRU,0.08,5.83%
5850,142,MRU,0.08,5.82%
11307,112,MRU,0.08,5.82%
12340,37,MRU,0.08,5.81%
10231,60,MRU,0.08,5.81%
8797,34,MRU,0.00,5.87%
762,108,MRU,0.00,5.94%
10276,55,MRU,0.08,5.93%
1539,34,MRU,0.08,5.93%
8466,202,MRU,0.00,5.99%
2407,71,MRU,0.08,5.99%
1585,78,MRU,0.08,5.99%
7795,145,MRU,0.08,5.98%
7064,31,MRU,0.08,5.98%
6141,62,MRU,0.08,5.97%
11539,174,MRU,0.08,5.97%
8012,145,MRU,0.08,5.97%
8609,171,MRU,0.08,5.96%
516,123,MRU,0.08,5.96%
11965,50,MRU,0.08,5.95%
7408,132,MRU,0.00,6.02%
9187,109,MRU,0.08,6.01%
9836,104,MRU,0.08,6.01%
12423,94,MRU,0.08,6.00%
7973,52,MRU,0.08,6.00%
891,46,MRU,0.08,6.00%
8396,65,MRU,0.08,5.99%
9860,73,MRU,0.08,5.99%
7060,31,MRU,0.08,5.98%
1483,140,MRU,0.08,5.98%
12357,37,MRU,0.08,5.98%
10524,192,MRU,0.08,5.97%
2789,128,MRU,0.08,5.97%
10954,42,MRU,0.08,5.96%
8878,96,MRU,0.08,5.96%
6443,75,MRU,0.08,5.96%
3277,43,MRU,0.08,5.95%
9204,47,MRU,0.08,5.95%
9131,153,MRU,0.08,5.94%
12970,32,MRU,0.08,5.94%
3695,206,MRU,0.00,6.00%
6582,137,MRU,0.08,6.00%
4949,28,MRU,0.09,5.99%
10574,78,MRU,0.09,5.99%
12378,37,MRU,0.09,5.99%
2969,141,MRU,0.09,5.98%
3938,25,MRU,0.09,5.98%
464,22,MRU,0.00,6.04%
5087,178,MRU,0.00,6.10%
5822,142,MRU,0.09,6.10%
2289,107,MRU,0.12,6.09%
4854,121,MRU,0.11,6.09%
7628,31,MRU,0.09,6.09%
7527,150,MRU,0.09,6.08%
3357,87,MRU,0.09,6.08%
12616,94,MRU,0.00,6.14%
5793,54,MRU,0.09,6.14%
1756,55,MRU,0.09,6.13%
9648,73,MRU,0.09,6.13%
9264,34,MRU,0.09,6.12%
2596,146,MRU,0.09,6.12%
2666,115,MRU,0.09,6.12%
12360,63,MRU,0.09,6.11%
6393,168,MRU,0.08,6.11%
10648,55,MRU,0.08,6.10%
7324,70,MRU,0.00,6.16%
7706,52,MRU,0.08,6.16%
12042,42,MRU,0.08,6.16%
782,121,MRU,0.08,6.15%
4756,77,MRU,0.08,6.15%
5850,142,MRU,0.00,6.21%
10306,148,MRU,0.08,6.21%
4281,126,MRU,0.08,6.20%
